c,disp_x,disp_y,id,resid_x,resid_y,x,y,z
0.18000000000000002,-4.1666666666666665e-05,-4.1666666666666665e-05,0,-876720.53016301757,-912273.99509886419,-2,-2,0
0.30000000000000004,-4.1666666666666665e-05,4.1666666666666665e-05,1,-1407984.5418769522,1379694.7276222778,2,-2,0
0.22,4.1666666666666665e-05,4.1666666666666665e-05,2,870050.81409616279,905010.34442049707,2,2,0
0.10000000000000001,4.1666666666666665e-05,-4.1666666666666665e-05,3,1414654.2579466405,-1372431.0769411062,-2,2,0
0.19,-2.5396114101308807e-05,-2.3003402350416866e-05,4,-6.4948108047246933e-07,-6.8260123953223228e-07,-1,-1,0
0.25,-2.6017872739391262e-05,2.6778528076093924e-05,5,9.3132257461547852e-10,-3.2363459467887878e-08,1,-1,0
0.21000000000000002,2.523047741799995e-05,2.2993905212727019e-05,6,-2.0300503820180893e-06,-2.1106097847223282e-06,1,1,0
0.15000000000000002,2.5176850733727192e-05,-2.6705338464859366e-05,7,-1.5518162399530411e-07,2.1187588572502136e-08,-1,1,0
