energy_density,id,strain_xx,strain_xy,strain_yy,stress_xx,stress_xy,stress_yy,stress_zz,x,y,z
0,8,1.5625e-05,1.8453165029517396e-06,-4.1476906696052542e-06,586988.70296743372,58884.166890380548,-43959.112975529199,157877.27622517801,0.33333333333333331,-1.6666666666666667,0
0,9,2.0160194559169601e-05,-4.6020869603560483e-06,-6.2800209222849371e-06,815526.25247261487,-159709.37332951091,-102046.64035113031,209740.52779223668,-0.66666666666666663,-1.3333333333333333,0
0,10,1.1737697079538338e-05,-2.9389291143943272e-07,-5.2083333333333332e-06,412557.31103328755,-9934.7916676270979,-160288.35891016241,89783.975001315775,1.6666666666666667,0.33333333333333331,0
0,11,1.2032701951375613e-05,-5.9936806343679754e-07,-5.4447617537579408e-06,410263.2989174109,-20017.60338883003,-173446.3747110824,88201.97854178444,1.3333333333333333,-0.66666666666666663,0
0,12,1.5625e-05,2.5895888779425265e-06,-4.644782027523137e-06,720374.08781983447,96989.379556099797,-38801.856799156994,187581.65175460573,-0.33333333333333331,1.6666666666666667,0
0,13,2.015824033817336e-05,-3.9224373471452458e-06,-6.3717877205567277e-06,842853.1481544167,-139043.46681673062,-97589.426082161444,215382.99195450117,0.66666666666666663,1.3333333333333333,0
0,14,1.0245243887564279e-05,-1.804554190291883e-07,-5.2083333333333332e-06,435967.49976155825,-7005.916691833163,-163994.94627009807,86024.387973599471,-1.6666666666666667,-0.33333333333333331,0
0,15,1.054611142239028e-05,-2.8229118070538576e-07,-5.3096535672092434e-06,460319.25330526719,-11103.626720204235,-163350.58777112851,91556.323723127309,-1.3333333333333333,0.66666666666666663,0
